COMPND,AUTHOR,MASTER,vina_affinity,vina_rmsd_lb,vina_rmsd_ub,vina_rmsd_input,vina_rmsd_input_min,vina_gauss1,vina_gauss2,vina_repulsion,vina_hydrophobic,vina_hydrogen,vina_intra_gauss1,vina_intra_gauss2,vina_intra_repulsion,vina_intra_hydrophobic,vina_intra_hydrogen,vina_num_rotors,rfscore_v3,name
    5311311 ,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0  159    0  159    0,-6.95853539286475,0.000,0.000,8.882381,8.882381,177.3309886300734,2483.306905590343,4.2399213441247126,76.35141676026348,7.124551863553364,225.6919462788711,1573.9494440954336,7.218820189308416,34.80192922747251,6.867586009164124,38.0,6.734905024198028,CD38_NeuA_dock.pdb
    5311311 ,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0  159    0  159    0,-6.24687834201709,2.419,3.313,8.597183,8.588687,145.03988108672692,2255.1894961328944,4.221753337091652,62.34426021565838,7.992300850383722,247.81432223373457,1952.0899517898315,9.945939572439304,18.403828696547258,12.81300500256754,38.0,6.736789282994778,CD38_NeuA_dock.pdb
    5311311 ,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0  159    0  159    0,-5.755416066613388,3.300,11.052,7.993378,7.9772387,128.6739694189265,2399.3912793433838,4.314090594940434,30.81894458725884,7.036021830845809,278.9046415022672,2110.2301378054235,5.2333998454496955,24.576942861754922,7.078786204160088,38.0,6.5151436918636945,CD38_NeuA_dock.pdb
    5311311 ,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0  159    0  159    0,-5.845952999175456,3.137,10.967,8.309869,8.306183,156.29727262118064,2500.791131987986,4.405601250030275,41.246403302497455,4.47393128463071,263.5146982002318,1728.46264558529,6.800821632380622,23.07816990608318,8.048597374712081,38.0,6.547010044677546,CD38_NeuA_dock.pdb
    5311311 ,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0  159    0  159    0,-5.983606093780512,2.475,11.103,9.682417,9.667309,156.21814110346227,2518.089101088205,3.337797256044343,46.93108645576632,3.2145237067053665,246.5132082691518,1768.5095644374342,5.2981331784841865,10.273744486359899,5.584819430350083,38.0,6.9110564850149885,CD38_NeuA_dock.pdb
    5311311 ,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0  159    0  159    0,-6.148526889240152,4.480,11.183,8.817839,8.806058,160.9189707319768,2270.233808597962,3.429530872277982,58.94052806504823,5.426871807883255,223.8501532678162,1697.617445899229,6.841500986747985,54.36511892412535,9.63533152767272,38.0,6.497730875346876,CD38_NeuA_dock.pdb
    5311311 ,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0  159    0  159    0,-5.895157555142048,2.471,5.131,7.25437,7.250102,140.82596646578904,2436.2398710349526,3.0941805843408003,39.647769385931,4.468766004941187,295.10166218796746,1904.6252678120695,11.775420867052844,27.829353133986906,17.048209055574464,38.0,6.524778194028197,CD38_NeuA_dock.pdb
    5311311 ,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0  159    0  159    0,-5.818876761643428,3.079,7.008,7.6130958,7.6130958,132.5134581291749,2282.0941698447227,2.254523120743793,36.212703545688065,4.912927263970206,260.31643296042927,1813.7031319778025,8.494346621855652,27.552093785489586,14.774856321746157,38.0,6.711055259795758,CD38_NeuA_dock.pdb
    5311311 ,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0  159    0  159    0,-6.606445030427173,1.817,2.664,8.695925,8.689102,159.8054984361249,2535.5159856206856,3.5901660204556,72.81115871784516,5.077175279598532,209.20851733950525,1664.7183448197206,6.812426611377167,36.20664737609526,7.955708244539576,38.0,6.760608761571764,CD38_NeuA_dock.pdb
