,COMPND,AUTHOR,MASTER,vina_affinity,vina_rmsd_lb,vina_rmsd_ub,vina_rmsd_input,vina_rmsd_input_min,vina_gauss1,vina_gauss2,vina_repulsion,vina_hydrophobic,vina_hydrogen,vina_intra_gauss1,vina_intra_gauss2,vina_intra_repulsion,vina_intra_hydrophobic,vina_intra_hydrogen,vina_num_rotors,rfscore_v3,name
120,681,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   22    0   22    0,-4.235196444800248,3.602,4.711,4.250992299999999,4.250992299999999,46.27604913870812,455.61596095136025,0.7609798148498159,13.906199275782821,1.5049815517695366,6.042445522569406,17.371324953699606,0.0,0.0,0.0,2.0,3.964813902042404,CD48_Dop_dock.pdb
22,5281969,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   62    0   62    0,-4.224766071682748,20.953000000000003,22.648000000000003,7.478409,7.478409,61.44970426925314,754.6564495263101,1.6226755704951767,54.0215797333604,3.0861144957496935,49.42344302568411,202.02432619452338,0.12516552800518074,77.53838427501209,0.0,17.0,5.332831427794425,CD48_Anan_dock.pdb
69,5816,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   26    0   26    0,-4.220639998666224,25.805999999999997,27.285999999999998,27.243738,27.243738,45.31025888303426,479.0574247455028,1.8490949776962224,21.962930477195112,2.8257610085598133,6.964596692693889,35.83075294096019,0.00040117168946134736,0.0,0.0,3.0,4.3201185883560935,CD48_Epi_dock.pdb
123,681,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   22    0   22    0,-4.214335164747473,3.8369999999999997,5.364,5.009693599999999,5.009693599999999,51.70832817330214,436.97623824491365,0.5742040264223449,12.532143282367567,1.114568415150402,3.537136169733892,19.27635873001176,0.0,0.0,0.0,2.0,4.056102489343991,CD48_Dop_dock.pdb
140,23492,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   27    0   27    0,-4.20927142760923,37.181,39.19,39.189156,39.189156,49.809999275726206,403.76612643841406,0.7846325178501177,30.139755596011263,0.7602604626499897,5.550093295403055,28.73038089502391,0.0,4.034670223430909,0.0,2.0,3.26486292163392,CD48_Nmet_dock.pdb
119,681,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   22    0   22    0,-4.1998855516298494,38.217,39.203,40.08851,40.08851,42.95366276376586,430.3843245490236,1.693999896112066,28.136392637922697,2.345334213374044,2.7660716562755487,19.324521469626745,0.0,0.0,0.0,2.0,4.2146036551781565,CD48_Dop_dock.pdb
188,4581,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   22    0   22    0,-4.195901017597462,32.216,33.354,33.36162,33.356884,45.47038975583848,299.1897415165008,1.086584121265897,27.145812418009466,2.528397173960124,3.0500898980710507,18.60704100724156,0.0,0.0,0.0,2.0,4.193872778110778,CD48_Octo_dock.pdb
110,5282105,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   73    0   73    0,-4.1884947208452665,47.363,51.602,52.410090000000004,52.410090000000004,56.91684621334639,933.202265698957,0.8027363563002015,48.01437805129314,1.2715674878796632,105.8208544157555,385.2644576283708,0.4751346334474582,148.60689331872268,0.0,18.0,5.4912404110889135,CD48_NAra_dock.pdb
121,681,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   22    0   22    0,-4.187449539576848,22.105999999999998,23.311999999999998,23.571009,23.571009,49.238844426689454,378.779049864784,1.1969073362017832,13.518862857442693,2.55684574604458,6.0704485084605935,17.263505900148004,0.0403526350886623,0.0,0.0,2.0,4.146106224719726,CD48_Dop_dock.pdb
141,23492,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   27    0   27    0,-4.18273581850744,2.6310000000000002,4.388999999999999,4.384156,4.384156,45.837909105281256,493.7328617727672,0.7407583714952511,15.855750470201974,0.951149861889676,10.163840814065754,22.720372886958103,0.12661254311415812,4.035070813426254,0.0,2.0,3.147982844766344,CD48_Nmet_dock.pdb
114,5282105,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   73    0   73    0,-4.1783645915785295,4.887,7.821000000000001,8.740113000000001,8.740113000000001,79.12599917643865,922.129286209783,1.7421402343205905,26.21770748750443,2.634184127776686,101.45341862175412,399.60643165275667,1.4217824766940168,141.77898657268716,0.0,18.0,5.403108617715625,CD48_NAra_dock.pdb
143,23492,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   27    0   27    0,-4.167696707566932,23.855,25.638,25.633276000000002,25.633276000000002,47.46391543280606,344.07609494068726,0.7402097682768134,36.094437418001306,0.9285019336134548,5.512176293761011,28.762734111475726,0.0,4.034387809715616,0.0,2.0,3.3959776499056487,CD48_Nmet_dock.pdb
50,    ***** ,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   62    0   62    0,-4.162006878535723,48.321999999999996,50.662,8.249269,8.249269,79.99715659176816,829.6640288093765,1.125277343885955,47.63708533533327,0.7586521797447591,53.111635475638636,196.06757804656033,0.2755160458295164,79.05860720685084,0.0,17.0,5.2600705212565195,CD48_Viro_dock.pdb
133,7172,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   25    0   25    0,-4.1506878946421315,2.98,5.395,59.979380000000006,59.979380000000006,40.30761970275393,459.4945481891242,1.1791393509063677,9.708866600463525,2.9350704040255247,5.128077703942315,28.063133430620237,0.0,0.0,0.0,3.0,4.049329012043511,CD48_Syn_dock.pdb
199,5282280,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   65    0   65    0,-4.147914110878564,7.926,10.745999999999999,10.482646,10.482646,64.93997142277088,808.9639602204486,1.395242024309631,52.29486307471926,1.9137159851049093,88.08229009879837,281.72876872730166,0.9518645957590086,111.72892927606813,1.1643104407772942,17.0,5.795815636696637,CD48_2Ara_dock.pdb
138,23492,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   27    0   27    0,-4.14738633082083,1.9469999999999998,3.315,3.3165076,3.3165076,49.84024691215225,504.00727781667746,1.3171716304642498,15.420633469779773,1.4017037865773276,4.034358546663648,29.83305502456076,0.0,4.034898015930219,0.0,2.0,3.1536266564546547,CD48_Nmet_dock.pdb
180,4581,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   22    0   22    0,-4.121103388914149,0.0,0.0,1.4673114999999999,0.041458715,38.53713789538581,454.9451249250977,2.947699755305914,8.725765959616965,5.202090189100983,4.206009536910692,18.773911419844264,0.0,0.0,0.0,2.0,4.393849887945387,CD48_Octo_dock.pdb
206,5282280,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   65    0   65    0,-4.116384978459776,5.4479999999999995,9.866,9.526947,9.455642999999998,63.40303665180028,797.0657286769267,1.4373536356644148,57.32546104521575,1.7638431789301996,86.13459437001221,251.93894106654648,1.1638729670121413,116.752210626236,0.0,17.0,5.756605246919747,CD48_2Ara_dock.pdb
75,33032,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   19    0   19    0,-4.093487098659904,56.896,58.364,58.267067000000004,58.267067000000004,43.632149768812816,425.1858593789009,2.7746709148703164,0.32989992510787225,6.172476311245718,5.179890036613107,17.895880189707626,0.34137348296256137,0.0,1.1344403500466516,4.0,4.513548717893218,CD48_Glut_dock.pdb
26,5281969,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   62    0   62    0,-4.083199029266783,20.581,22.802,8.347464,8.347464,61.45501203494165,739.2605304305138,1.2224515934393745,56.37784291292823,2.026498723428487,46.012181768885924,205.5309525618851,0.23568695014792665,91.38572321111292,0.0,17.0,5.460274959540459,CD48_Anan_dock.pdb
201,5282280,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   65    0   65    0,-4.077588390907861,46.276,48.846000000000004,49.35451,49.35451,77.65725431894755,754.0010795970261,1.2921122708867354,37.42279207304153,2.128348427549644,98.41195244584938,264.65685336281945,0.8043678616097775,115.01689502796295,0.0,17.0,4.921958913253421,CD48_2Ara_dock.pdb
18,5281969,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   62    0   62    0,-4.035805898316247,0.0,0.0,20.855894,20.855894,70.8113369274292,560.4040764384018,0.9097989892219,76.77444748439184,1.2032270517842654,73.50306914672201,250.48376441392443,0.594361324128807,96.51770818390298,0.0,17.0,4.555975878454879,CD48_Anan_dock.pdb
89,1150,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   24    0   24    0,-4.031891464968816,24.968000000000004,25.469,4.201447,4.201447,50.47705209132178,487.74127386102236,1.3433594900538135,14.381999331676946,1.3858748448033742,3.920518647607048,23.196475604768988,0.0,4.0691644423343725,0.0,2.0,3.1397254371184373,CD48_Tryp_dock.pdb
52,    ***** ,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   62    0   62    0,-4.026776584845878,47.126999999999995,49.848,8.518626,8.518626,64.82789060908729,763.9355973583605,0.6469238901292487,41.46093492354186,1.481707942614488,59.79395903170715,220.4185133893108,0.19744237923044688,87.16612356130864,0.0,17.0,5.114896541070044,CD48_Viro_dock.pdb
134,7172,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   25    0   25    0,-4.021867976478942,17.391,18.465999999999998,49.350742,49.350742,40.79472121682733,383.4121046682814,0.9091916021957686,25.574409322674136,1.9813738493393411,3.90225714022869,28.04421802693109,0.0,0.0,0.0,3.0,4.1158001720501725,CD48_Syn_dock.pdb
126,7172,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   25    0   25    0,-4.019417892012909,0.0,0.0,59.78069,59.78069,50.52805175396306,485.76216763216405,2.4237885059132243,9.525115137564917,3.6135351077967663,5.639118237814994,28.295616431372856,0.0,0.0,0.0,3.0,4.107746220113223,CD48_Syn_dock.pdb
53,    ***** ,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   62    0   62    0,-4.014432095031393,6.912999999999999,9.9,51.991707,51.991707,63.421389233245755,813.9831569969177,0.9931651381500652,45.76708938451661,1.3231075730527917,52.443493477750884,180.81573932560008,0.327992273746169,83.31482214550799,0.0,17.0,5.2967804284604325,CD48_Viro_dock.pdb
124,681,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   22    0   22    0,-3.997603435535004,38.125,39.118,40.01155,40.01155,41.74019860203251,404.0944486983604,0.93930712623158,28.158041198662037,1.1838421668453027,2.773593767466533,19.412546871133767,0.0,0.0,0.0,2.0,4.1833010885225885,CD48_Dop_dock.pdb
24,5281969,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   62    0   62    0,-3.9939853362079503,20.906,22.454,7.1629059999999996,7.1629059999999996,67.30771846353811,764.395361009649,1.1287105590187732,61.74914234682768,0.6921480173034559,69.28515217436865,225.46848825736558,0.7645981924978099,91.95333597246643,0.0,17.0,5.4044331758796815,CD48_Anan_dock.pdb
11,5311312,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0  163    0  163    0,-3.99180833090782,34.361999999999995,39.266,49.300083,49.297626,104.66461899804196,1606.8450590055593,2.019292558547664,47.23916428086736,1.907749880743823,354.6693359123127,2112.287491140963,12.841114926304162,87.22313804772776,22.892244213144004,39.0,6.722100999778007,CD48_NeuB_dock.pdb
131,7172,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   25    0   25    0,-3.9818845497437247,79.271,80.54899999999999,27.053782,27.047128999999998,48.558290398892886,355.479282929852,0.9241545870765044,25.483338435733884,1.7028649474533728,9.678970930193444,27.11274735721351,0.0,0.0,0.0,3.0,4.0477377390942415,CD48_Syn_dock.pdb
132,7172,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   25    0   25    0,-3.9633209048093985,1.41,1.798,60.01428000000001,59.998188,42.02187054056161,484.38471374374984,2.392289028195248,5.810129615684764,4.206247433756694,4.494818462120044,28.657331854159608,0.0,0.0,0.0,3.0,4.146092425463428,CD48_Syn_dock.pdb
21,5281969,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   62    0   62    0,-3.9323729877932583,45.335,48.786,51.270435,51.270435,74.61201266370199,784.1220906431939,0.6462810479677275,47.96969703418438,0.0,73.55578664439179,231.86293809304848,0.6599276024288617,94.65074153187314,0.0,17.0,5.115585024087026,CD48_Anan_dock.pdb
51,    ***** ,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   62    0   62    0,-3.916950145280359,7.3839999999999995,10.78,49.8074,49.8074,64.42239353336471,754.3003651232978,0.9550908298185192,48.93572027872431,1.2118611349267627,61.87950403739667,219.43126535875575,1.118505410094838,112.21292782904699,0.0,17.0,5.309830408369407,CD48_Viro_dock.pdb
76,33032,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   19    0   19    0,-3.877288570094264,2.108,4.95,5.009191,5.009191,54.81193466572329,434.3778540663974,1.7505988380573003,3.8691342507643736,3.2820713904263448,5.0748191426547065,17.580740287806115,0.3848839616347621,0.0,1.0772696769045809,4.0,4.42969457703408,CD48_Glut_dock.pdb
23,5281969,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   62    0   62    0,-3.839270086266438,44.367,47.356,49.710796,49.710796,69.37480507386779,789.6040709867667,1.5681595224737048,27.69965130011307,2.484361768962428,77.53870916006105,180.39361493903482,1.0153988573578707,115.51377509923678,0.0,17.0,5.218097852203357,CD48_Anan_dock.pdb
42,5202,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   25    0   25    0,-3.818834953639504,59.225,59.747,59.65044399999999,59.65044399999999,37.71139596203176,518.283792172441,1.8787089285239296,7.43817380821057,2.66746878815862,5.271818913239242,31.764096302984363,0.0,2.6700700814679976,0.0,2.0,3.2380244346209346,CD48_Sero_dock.pdb
48,    ***** ,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   62    0   62    0,-3.8153495517559435,2.2,3.9730000000000003,51.326145000000004,51.326145000000004,72.30507775131397,757.4879418907024,1.5130857968512332,57.30058442690157,0.6588717016102492,66.02425051327619,191.84660339019626,0.5148838271896501,119.3181654698012,0.0,17.0,5.411150848318349,CD48_Viro_dock.pdb
77,33032,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   19    0   19    0,-3.661253758343221,2.242,2.4290000000000003,2.4202347,2.4202347,48.129581519274424,438.0782578339612,0.6449875222719765,4.0,1.61069803065517,10.363589432243609,13.388574171577597,0.339726136383197,0.0,1.167809161228658,4.0,4.470899546009552,CD48_Glut_dock.pdb
46,    ***** ,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   62    0   62    0,-3.641864732630861,2.2,3.418,51.563457,51.563457,63.49531097636565,732.7067801356415,1.0653620688310548,50.00127925261568,0.6173056031090324,69.57517068867962,201.59922745324693,0.6475321277758014,125.82620174728723,0.0,17.0,5.2938159963369955,CD48_Viro_dock.pdb
25,5281969,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   62    0   62    0,-3.618788584741035,62.6,66.236,63.95179,63.95179,64.29157968578447,772.3461396426494,1.2817541519638107,37.53408017437991,1.197299469207603,75.72355871446379,200.9992298312487,0.9247132468763616,117.08087455461046,0.0,17.0,5.1137037623487664,CD48_Anan_dock.pdb
79,33032,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   19    0   19    0,-3.5608102421201044,57.44,58.229,58.130596,58.130596,41.75305066641237,424.9265178200465,1.4320886584221253,0.5183959613919535,3.2364040509884435,6.720629914865936,15.06738500819091,0.0,0.0,0.0,4.0,4.341217813852813,CD48_Glut_dock.pdb
78,33032,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   19    0   19    0,-3.4777089306078244,25.773000000000003,27.059,27.015767999999998,27.015767999999998,35.90513131466311,389.8197694547895,1.8680255759223825,6.2475678774025365,4.006221442009041,4.713128702503459,16.699619982215633,0.3348433104039545,0.0,0.9180727710730088,4.0,4.47095352786103,CD48_Glut_dock.pdb
80,33032,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   19    0   19    0,-3.4172019412930412,25.366,26.743000000000002,26.692546999999998,26.692546999999998,50.104048584257534,355.19578585443116,1.7380043418927067,0.11664817317456322,3.502797456999364,14.11936379244094,9.378591544426024,0.36657138070040296,0.0,1.0162008225543,4.0,4.378255475246978,CD48_Glut_dock.pdb
1,119,    GENERATED BY OPEN BABEL 2.4.1,        0    0    0    0    0    0    0    0   16    0   16    0,-3.2353874242779046,2.865,3.247,3.7037082000000003,3.7037082000000003,38.5369891499676,340.9242774531823,1.0186818163760114,5.122411642247665,2.296435960739976,4.758745098482834,2.5638793191876035,0.004933759529222491,0.0,0.0,3.0,3.9343996009546016,CD48_GABA_dock.pdb
